药材ID,药材名称,拼音注音,别名,图片本地路径,图片原始URL,来源页面URL,来源数量,来源列表,采集时间
dayebaitouweng,大叶白头翁,Dà Yè Bái Tóu Wēnɡ,一面青（《分类草药性》），山萩（《中国物图鉴》），大火草（《重庆草药》）。,,,https://www.zysj.com.cn/zhongyaocai/dayebaitouweng/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:35:41
dayelangdouchaiye,大叶狼豆柴叶,Dà Yè Lánɡ Dòu Chái Yè,,,,https://www.zysj.com.cn/zhongyaocai/dayelangdouchaiye/index.html,1,《中药大辞典》,2025-12-22 00:35:41
dayelangdouchai,大叶狼豆柴,Dà Yè Lánɡ Dòu Chái,,,,https://www.zysj.com.cn/zhongyaocai/dayelangdouchai/index.html,1,《中药大辞典》,2025-12-22 00:35:42
dayexiongbazhang,大叶熊巴掌,Dà Yè Xiónɡ Bā Zhɑnɡ,,,,https://www.zysj.com.cn/zhongyaocai/dayexiongbazhang/index.html,1,《中华本草》,2025-12-22 00:35:42
dayeyanjiecao,大叶沿阶草,Dà Yè Yán Jiē Cǎo,八宝镇心丹,,,https://www.zysj.com.cn/zhongyaocai/dayeyanjiecao/index.html,1,《中药大辞典》,2025-12-22 00:35:42
dayeyingye,大叶樱叶,Dà Yè Yīnɡ Yè,,,,https://www.zysj.com.cn/zhongyaocai/dayeyingye/index.html,1,《中华本草》,2025-12-22 00:35:42
dayezhang,大叶樟,Dà Yè Zhānɡ,,,,https://www.zysj.com.cn/zhongyaocai/dayezhang/index.html,1,《中华本草》,2025-12-22 00:35:43
dayenangen,大叶楠根,Dà Yè Nán Gēn,,,,https://www.zysj.com.cn/zhongyaocai/dayenangen/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:35:43
dayenan,大叶楠,Dà Yè Nán,华东楠,,,https://www.zysj.com.cn/zhongyaocai/dayenan/index.html,1,《全国中草药汇编》,2025-12-22 00:35:43
dayeanguo,大叶桉果,Dà Yè ān Guǒ,,,,https://www.zysj.com.cn/zhongyaocai/dayeanguo/index.html,1,《中华本草》,2025-12-22 00:35:43
dayeanye,大叶桉叶,Dà Yè ān Yè,桉叶,,,https://www.zysj.com.cn/zhongyaocai/dayeanye/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:35:44
dayean,大叶桉,Dà Yè ān,蚊仔树,images/dayean_1.jpg,https://www.zysj.com.cn/zhongyaocai/dayean/dayean_1.jpg,https://www.zysj.com.cn/zhongyaocai/dayean/index.html,1,《全国中草药汇编》,2025-12-22 00:35:44
dayeshuluobo,大叶树萝卜,Dà Yè Shù Luó Bo,石萝卜,,,https://www.zysj.com.cn/zhongyaocai/dayeshuluobo/index.html,1,《中华本草》,2025-12-22 00:35:44
dayejieguteng,大叶接骨藤,Dà Yè Jiē Gǔ Ténɡ,,,,https://www.zysj.com.cn/zhongyaocai/dayejieguteng/index.html,1,《中华本草》,2025-12-22 00:35:44
dayepaicao,大叶排草,Dà Yè Pái Cǎo,,,,https://www.zysj.com.cn/zhongyaocai/dayepaicao/index.html,1,《中华本草》,2025-12-22 00:35:44
dayenashencao,大叶拿身草,Dà Yè Ná Shēn Cǎo,路蚂蝗、粘衣草、山蚂蝗、野毛豆、羊带归、白花饿蚂蝗、饿蚂蝗、水倒提,,,https://www.zysj.com.cn/zhongyaocai/dayenashencao/index.html,1,《中华本草》,2025-12-22 00:35:45
dayeshangui,大叶山桂,Dà Yè Shān Guì,大山桂、三条筋、胶桂、鸭母桂、土肉桂,images/dayeshangui_1.jpg,https://www.zysj.com.cn/zhongyaocai/dayeshangui/dayeshangui_1.jpg,https://www.zysj.com.cn/zhongyaocai/dayeshangui/index.html,1,《全国中草药汇编》,2025-12-22 00:35:45
dayezi,大叶子,Dà Yè Zi,山荷叶、佛爷伞。,,,https://www.zysj.com.cn/zhongyaocai/dayezi/index.html,1,《中华本草》,2025-12-22 00:35:45
dayediergen,大叶地耳根,Dà Yè Dì ěr Gēn,,,,https://www.zysj.com.cn/zhongyaocai/dayediergen/index.html,1,《中华本草》,2025-12-22 00:35:46
dayenansu,大叶南苏,Dà Yè Nán Sū,小南苏、金竹标、青竹标、小过山龙、爬树龙、过江龙、爬山虎、大青竹标、小石芝藤、万年青,,,https://www.zysj.com.cn/zhongyaocai/dayenansu/index.html,1,《中华本草》,2025-12-22 00:35:46
dayeqianliguang,大叶千里光,,松筋藤、滇南千里光,,,https://www.zysj.com.cn/zhongyaocai/dayeqianliguang/index.html,1,《全国中草药汇编》,2025-12-22 00:35:46
dayeqianjinbagen,大叶千斤拔根,Dà Yè Qiān Jīn Bá Gēn,天根不倒（《贵州民间药物》），千斤红（广州部队《常用中草药手册》）。,,,https://www.zysj.com.cn/zhongyaocai/dayeqianjinbagen/index.html,1,《中药大辞典》,2025-12-22 00:35:46
dayecilimuye,大叶刺篱木叶,Dà Yè Cì Lí Mù Yè,,,,https://www.zysj.com.cn/zhongyaocai/dayecilimuye/index.html,1,《中华本草》,2025-12-22 00:35:46
dayefengwei,大叶凤尾,Dà Yè Fènɡ Wěi,双凤尾、金鸡尾（《西藏常用中草药》），凤尾草、大叶井口边草、狼牙草（《陕西草药》），井口边草、井边草（《云南中草药选》），杂玛冬罗玛切瓦（藏名）。,,,https://www.zysj.com.cn/zhongyaocai/dayefengwei/index.html,1,《中药大辞典》,2025-12-22 00:35:47
dayefengxianhua,大叶凤仙花,Dà Yè Fènɡ Xiān Huā,山泽兰,,,https://www.zysj.com.cn/zhongyaocai/dayefengxianhua/index.html,1,《中华本草》,2025-12-22 00:35:47
dayexianmao,大叶仙茅,Dà Yè Xiān Máo,大地棕、猴子背巾、猴子包头、竹灵芝,,,https://www.zysj.com.cn/zhongyaocai/dayexianmao/index.html,1,《全国中草药汇编》,2025-12-22 00:35:47
dayejingkoubiancao,大叶井口边草,,井边草、凤尾草、线鸡尾、大叶凤尾蕨、狼牙草,,,https://www.zysj.com.cn/zhongyaocai/dayejingkoubiancao/index.html,1,《全国中草药汇编》,2025-12-22 00:35:48
dayeyunshi,大叶云实,Dà Yè Yún Shí,铁藤、刺藤,,,https://www.zysj.com.cn/zhongyaocai/dayeyunshi/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:35:48
dafabiao,大发表,Dà Fā Biǎo,野蚕豆、见水消、三愣金刚、三角西花、爬山豆、山落花生、三愣草、三棱枝爬山豆,,,https://www.zysj.com.cn/zhongyaocai/dafabiao/index.html,1,《全国中草药汇编》,2025-12-22 00:35:48
dafahan,大发汗,Dà Fā Hàn,白花藤、大毛豆、断肠叶,images/dafahan_1.jpg,https://www.zysj.com.cn/zhongyaocai/dafahan/dafahan_1.jpg,https://www.zysj.com.cn/zhongyaocai/dafahan/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-22 00:35:49
dafasan,大发散,Dà Fā Sàn,豆鼓叶、大红花远志,,,https://www.zysj.com.cn/zhongyaocai/dafasan/index.html,1,《中华本草》,2025-12-22 00:35:49
dabanbianqi,大半边旗,Dà Bàn Biān Qí,岩凤尾草,,,https://www.zysj.com.cn/zhongyaocai/dabanbianqi/index.html,1,《中华本草》,2025-12-22 00:35:49
daqiansheng,大千生,Dà Qiān Shēnɡ,冰粉、水晶凉粉、假酸浆、田珠,,,https://www.zysj.com.cn/zhongyaocai/daqiansheng/index.html,1,《全国中草药汇编》,2025-12-22 00:35:49
dajianyemu,大剑叶木,Dà Jiàn Yè Mù,竹节兰、点点领[傣],,,https://www.zysj.com.cn/zhongyaocai/dajianyemu/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-22 00:35:49
daciercai,大刺儿菜,Dà Cì ér Cài,大蓟，绛策尔那布（藏名）。,,,https://www.zysj.com.cn/zhongyaocai/daciercai/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:35:50
dalengshuima,大冷水麻,Dà Lénɡ Shuǐ Má,,,,https://www.zysj.com.cn/zhongyaocai/dalengshuima/index.html,1,《中华本草》,2025-12-22 00:35:50
dashenjincao,大伸筋草,Dà Shēn Jīn Cǎo,马尾千金草、鹿角草、青蛇勒公、裤带藤,,,https://www.zysj.com.cn/zhongyaocai/dashenjincao/index.html,1,《中华本草》,2025-12-22 00:35:50
dashenjin,大伸筋,Dà Shēn Jīn,,,,https://www.zysj.com.cn/zhongyaocai/dashenjin/index.html,1,《中药大辞典》,2025-12-22 00:35:50
darenxueqi,大人血七,Dà Rén Xuè Qī,人血七、大金盆,,,https://www.zysj.com.cn/zhongyaocai/darenxueqi/index.html,2,《全国中草药汇编》;《中药大辞典》,2025-12-22 00:35:51
dawuzhaojinlong_29102,大五爪金龙,Dà Wǔ Zhǎo Jīn Lónɡ,,,,https://www.zysj.com.cn/zhongyaocai/dawuzhaojinlong_29102/index.html,1,《中华本草》,2025-12-22 00:35:51
daerlangjian,大二郎箭,Dà èr Lánɡ Jiàn,虾子草（《民间常用草药汇编》），过江藤（《四川中药志》），铜锤草（成都《常用草药治疗手册》）。,,,https://www.zysj.com.cn/zhongyaocai/daerlangjian/index.html,1,《中药大辞典》,2025-12-22 00:35:51
dajiujieling,大九节铃,Dà Jiǔ Jié Línɡ,艾叶酸蔹藤、牛角天麻、铜皮铁箍,,,https://www.zysj.com.cn/zhongyaocai/dajiujieling/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-22 00:35:52
dajiuguniu,大九股牛,Dà Jiǔ Gǔ Niú,羊角天麻[云南],,,https://www.zysj.com.cn/zhongyaocai/dajiuguniu/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-22 00:35:52
dawujincao,大乌金草,Dà Wū Jīn Cǎo,大乌金草、毛乌金、乌花草、土细辛、水细辛、大细辛、白三百棒。,,,https://www.zysj.com.cn/zhongyaocai/dawujincao/index.html,1,《中华本草》,2025-12-22 00:35:52
dawuzhaojinlong,大乌爪金龙,,,,,https://www.zysj.com.cn/zhongyaocai/dawuzhaojinlong/index.html,1,《全国中草药汇编》,2025-12-22 00:35:52
dawupaogen,大乌泡根,Dà Wū Pào Gēn,乌泡（《四川常用中草药》）,,,https://www.zysj.com.cn/zhongyaocai/dawupaogen/index.html,1,《中药大辞典》,2025-12-22 00:35:52
dawupao,大乌泡,Dà Wū Pào,大红黄袍、乌袍,,,https://www.zysj.com.cn/zhongyaocai/dawupao/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-22 00:35:53
dachuanlianguo,大串连果,,,,,https://www.zysj.com.cn/zhongyaocai/dachuanlianguo/index.html,1,《全国中草药汇编》,2025-12-22 00:35:53
dasanyeshengma,大三叶升麻,Dà Sān Yè Shēnɡ Má,关升麻、龙眼根、窟窿牙根,,,https://www.zysj.com.cn/zhongyaocai/dasanyeshengma/index.html,1,《中药大辞典》,2025-12-22 00:35:54
dadingcao,大丁草,Dà Dīnɡ Cǎo,小火草、臁草,images/dadingcao_1.jpg,https://www.zysj.com.cn/zhongyaocai/dadingcao/dadingcao_1.jpg,https://www.zysj.com.cn/zhongyaocai/dadingcao/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-22 00:35:54
dayimianluo,大一面镙,,白毛草,,,https://www.zysj.com.cn/zhongyaocai/dayimianluo/index.html,1,《全国中草药汇编》,2025-12-22 00:35:55
dayimianluo_6883,大一面锣,Dà Yī Miàn Luó,大一面绿（《峨嵋药植》），白毛草（《四川中药志》）。,,,https://www.zysj.com.cn/zhongyaocai/dayimianluo_6883/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:35:55
dayijianqiu,大一箭球,Dà Yī Jiàn Qiú,龙须草、绣球草、一包刺、一包金,,,https://www.zysj.com.cn/zhongyaocai/dayijianqiu/index.html,1,《中华本草》,2025-12-22 00:35:55
dayizhijian,大一枝箭,Dà Yī Zhī Jiàn,铁色箭（《纲目》），忽地笑（《汝南圃史》），鹿葱（《群芳谱》），祖先花（《滇南本草图谱》），岩大蒜、黄龙爪（《四川中药志》），独脚蒜头（《南方主要有毒植物》）。,,,https://www.zysj.com.cn/zhongyaocai/dayizhijian/index.html,1,《中药大辞典》,2025-12-22 00:35:55
duochitigaijue,多齿蹄盖蕨,Duō Chǐ Tí Gài Jué,,,,https://www.zysj.com.cn/zhongyaocai/duochitigaijue/index.html,1,《中华本草》,2025-12-22 00:35:55
duolinlinmaojue,多鳞鳞毛蕨,Duō Lín Lín Máo Jué,芒齿鳞毛蕨 、髯毛鳞毛蕨,,,https://www.zysj.com.cn/zhongyaocai/duolinlinmaojue/index.html,1,《中华本草》,2025-12-22 00:35:56
duozujue,多足蕨,Duō Zú Jué,,,,https://www.zysj.com.cn/zhongyaocai/duozujue/index.html,1,《中华本草》,2025-12-22 00:35:56
duolieduhuo,多裂独活,Duō Liè Dú Huó,,,,https://www.zysj.com.cn/zhongyaocai/duolieduhuo/index.html,1,《中华本草》,2025-12-22 00:35:56
duolieweilingcai,多裂委陵菜,,白马肉,,,https://www.zysj.com.cn/zhongyaocai/duolieweilingcai/index.html,1,《全国中草药汇编》,2025-12-22 00:35:57
duoruishegu,多蕊蛇菰,Duō Ruǐ Shé Gū,土苁蓉、通天蜡烛（《广西药植名录》），木菌子（《海南植物志》）。,,,https://www.zysj.com.cn/zhongyaocai/duoruishegu/index.html,1,《中药大辞典》,2025-12-22 00:35:57
duoshuoquweixian,多蒴曲尾藓,Duō Shuò Qǔ Wěi Xiǎn,大曲尾藓,,,https://www.zysj.com.cn/zhongyaocai/duoshuoquweixian/index.html,1,《中华本草》,2025-12-22 00:35:57
duojingyewandou,多茎野豌豆,Duō Jīnɡ Yě Wān Dòu,,,,https://www.zysj.com.cn/zhongyaocai/duojingyewandou/index.html,1,《中药大辞典》,2025-12-22 00:35:57
duobaocaosu,多苞糙苏,,野苏子、香苏、豯莶草[云南],,,https://www.zysj.com.cn/zhongyaocai/duobaocaosu/index.html,1,《全国中草药汇编》,2025-12-22 00:35:58
duohuayemudan,多花野牡丹,Duō Huā Yě Mǔ Dān,炸腰果、水石榴、爆肚叶,,,https://www.zysj.com.cn/zhongyaocai/duohuayemudan/index.html,2,《全国中草药汇编》;《中药大辞典》,2025-12-22 00:35:58
duohuahuzhizi,多花胡枝子,Duō Huā Hú Zhī Zǐ,铁鞭草、米汤草,,,https://www.zysj.com.cn/zhongyaocai/duohuahuzhizi/index.html,1,《全国中草药汇编》,2025-12-22 00:35:58
duohuajingucao,多花筋骨草,Duō Huā Jīn Gǔ Cǎo,,,,https://www.zysj.com.cn/zhongyaocai/duohuajingucao/index.html,1,《中华本草》,2025-12-22 00:35:58
duohuamihoutaojingye,多花猕猴桃茎叶,Duō Huā Mí Hóu Táo Jīnɡ Yè,红蒂砣,,,https://www.zysj.com.cn/zhongyaocai/duohuamihoutaojingye/index.html,1,《中华本草》,2025-12-22 00:35:58
duohuamihoutaogen,多花猕猴桃根,Duō Huā Mí Hóu Táo Gēn,,,,https://www.zysj.com.cn/zhongyaocai/duohuamihoutaogen/index.html,1,《中华本草》,2025-12-22 00:35:59
duohuamihoutao,多花猕猴桃,Duō Huā Mí Hóu Táo,,,,https://www.zysj.com.cn/zhongyaocai/duohuamihoutao/index.html,1,《中华本草》,2025-12-22 00:35:59
duohuayanjiecao,多花沿阶草,,大叶麦冬、竹叶茶、糯米草、糯米条、假麦冬,,,https://www.zysj.com.cn/zhongyaocai/duohuayanjiecao/index.html,1,《全国中草药汇编》,2025-12-22 00:35:59
duohuajingtiansanqi,多花景天三七,,,,,https://www.zysj.com.cn/zhongyaocai/duohuajingtiansanqi/index.html,1,《全国中草药汇编》,2025-12-22 00:35:59
duohuabajiaolian,多花八角莲,Duō Huā Bā Jiǎo Lián,,,,https://www.zysj.com.cn/zhongyaocai/duohuabajiaolian/index.html,1,《中药大辞典》,2025-12-22 00:36:00
duomaieerli,多脉鹅耳枥,Duō Mài é ěr Lì,,,,https://www.zysj.com.cn/zhongyaocai/duomaieerli/index.html,1,《中华本草》,2025-12-22 00:36:00
duosuiliao,多穗蓼,Duō Suì Liǎo,辣蓼、水蓼、恣恣萨曾（藏名）。,,,https://www.zysj.com.cn/zhongyaocai/duosuiliao/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:36:00
duosuishikejing,多穗石柯茎,Duō Suì Shí Kē Jīnɡ,,,,https://www.zysj.com.cn/zhongyaocai/duosuishikejing/index.html,1,《中华本草》,2025-12-22 00:36:00
duosuishikegen,多穗石柯根,Duō Suì Shí Kē Gēn,甜茶根,,,https://www.zysj.com.cn/zhongyaocai/duosuishikegen/index.html,1,《中华本草》,2025-12-22 00:36:00
duosuishikeguo,多穗石柯果,Duō Suì Shí Kē Guǒ,甜茶果,,,https://www.zysj.com.cn/zhongyaocai/duosuishikeguo/index.html,1,《中华本草》,2025-12-22 00:36:01
duosuishikeye,多穗石柯叶,Duō Suì Shí Kē Yè,甜茶,,,https://www.zysj.com.cn/zhongyaocai/duosuishikeye/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:36:01
duosuishike,多穗石柯,Duō Suì Shí Kē,甜茶,,,https://www.zysj.com.cn/zhongyaocai/duosuishike/index.html,1,《全国中草药汇编》,2025-12-22 00:36:01
duozhipopona,多枝婆婆纳,Duō Zhī Pó Pó Nà,小败火草,,,https://www.zysj.com.cn/zhongyaocai/duozhipopona/index.html,1,《全国中草药汇编》,2025-12-22 00:36:02
duobanzijinniu,多斑紫金牛,Duō Bān Zǐ Jīn Niú,紫绿果根、小罗伞、天青地红,,,https://www.zysj.com.cn/zhongyaocai/duobanzijinniu/index.html,1,《全国中草药汇编》,2025-12-22 00:36:02
duotoufengluncai,多头风轮菜,Duō Tóu Fēnɡ Lún Cài,风轮菜、漫胆草、小益母草、走马灯笼草、脚癣草。,,,https://www.zysj.com.cn/zhongyaocai/duotoufengluncai/index.html,1,《中药大辞典》,2025-12-22 00:36:02
duotoukumai,多头苦荬,Duō Tóu Kǔ Mǎi,山鸭舌草、黄花山鸭舌草,,,https://www.zysj.com.cn/zhongyaocai/duotoukumai/index.html,2,《全国中草药汇编》;《中华本草》,2025-12-22 00:36:02
duoyehuajiao,多叶花椒,Duō Yè Huā Jiāo,小叶刺椒（《贵州草药》）,,,https://www.zysj.com.cn/zhongyaocai/duoyehuajiao/index.html,1,《中药大辞典》,2025-12-22 00:36:03
duocilvronghao,多刺绿绒蒿,Duō Cì Lǜ Rónɡ Hāo,乌巴拉色尔布（藏名）,,,https://www.zysj.com.cn/zhongyaocai/duocilvronghao/index.html,3,《全国中草药汇编》;《中药大辞典》;《中华本草》,2025-12-22 00:36:03
dula_21947,堵喇,Dǔ Lā,化血丹、紫草乌、黔主解、草乌、藤乌,,,https://www.zysj.com.cn/zhongyaocai/dula_21947/index.html,1,《中华本草》,2025-12-22 00:36:03
duiwoju,堆莴苣,Duī Wō Jù,铁麻、江维草、山活血,,,https://www.zysj.com.cn/zhongyaocai/duiwoju/index.html,1,《中华本草》,2025-12-22 00:36:03
dilong,地龙,Dì Lónɡ,蚯蚓、蛐蟮、曲虫、土蟺、赤虫,,,https://www.zysj.com.cn/zhongyaocai/dilong/index.html,2,《中国药典》;《中华本草》,2025-12-22 00:36:03
dihuanglian,地黄连,Dì Huánɡ Lián,假苦楝、矮秃秃、千年矮（《广西中药志》），鸡血散、小罗伞（《广西药植名录》），白花矮陀陀、七匹散、金丝岩陀、土黄连（《云南中草药》），滇地黄连、铁冬青、思茅地黄连（《文山中草药》），金丝矮陀（《云南思茅中草药选》），雅害黑（傣名）。,,,https://www.zysj.com.cn/zhongyaocai/dihuanglian/index.html,1,《中药大辞典》,2025-12-22 00:36:04
dihuanghua,地黄花,Dì Huánɡ Huā,蜜罐（《植物名实图考》）,,,https://www.zysj.com.cn/zhongyaocai/dihuanghua/index.html,1,《中药大辞典》,2025-12-22 00:36:04
dihuanggua,地黄瓜,Dì Huánɡ Guā,白蒂黄瓜、铧嘴菜（《贵州民间方药集》），曲角堇（《中国种子植物分类学》），黄瓜香（《贵州民间药物》）。,,,https://www.zysj.com.cn/zhongyaocai/dihuanggua/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:36:04
dihuangshi,地黄实,Dì Huánɡ Shí,,,,https://www.zysj.com.cn/zhongyaocai/dihuangshi/index.html,1,《中药大辞典》,2025-12-22 00:36:04
dihuangye,地黄叶,Dì Huánɡ Yè,,,,https://www.zysj.com.cn/zhongyaocai/dihuangye/index.html,1,《中药大辞典》,2025-12-22 00:36:05
dihuang,地黄,Dì Huánɡ,地黄、野地黄、酒壶花、山烟根,,,https://www.zysj.com.cn/zhongyaocai/dihuang/index.html,1,《中国药典》,2025-12-22 00:36:05
dimahuang,地麻黄,Dì Má Huánɡ,粟米草（《植物名实图考》），地杉树（《贵州民间药物》），鸭脚瓜子草（《浙江天目山药植志》）。,,,https://www.zysj.com.cn/zhongyaocai/dimahuang/index.html,1,《中药大辞典》,2025-12-22 00:36:05
dikulou,地骷髅,Dì Kū Lóu,仙人骨（《博济方》），老萝卜头（《分类草药性》），老人头（《天宝本草》），地枯萝（《现代实用中药》），气萝卜（《江苏植药志》），枯萝卜（《山东中药》），空莱菔（《苏州本产药材》）。,,,https://www.zysj.com.cn/zhongyaocai/dikulou/index.html,2,《中药大辞典》;《中华本草》,2025-12-22 00:36:05
digupi,地骨皮,Dì Gǔ Pí,杞根、地骨、地辅、地节（《本经》），枸杞根，苟起根（《本草经集注》），枸杞根皮（《药性论》），山杞子根、甜齿牙根、红耳堕根（《河南中药手册》），山枸杞根、狗奶子根皮（《山东中药》），红榴根皮（《中药材手册》），狗地芽皮（《四川中药志》）。,,,https://www.zysj.com.cn/zhongyaocai/digupi/index.html,3,《中国药典》;《中药大辞典》;《中华本草》,2025-12-22 00:36:06
dijincao,地锦草,Dì Jǐn Cǎo,奶浆草、铺地锦、铺地红、血见愁、卧蛋草、雀儿卧蛋、小虫儿卧蛋,,,https://www.zysj.com.cn/zhongyaocai/dijincao/index.html,3,《中国药典》;《中药大辞典》;《中华本草》,2025-12-22 00:36:06
